key,title,upload_date,view_count,like_count,tags,description,thumbnail,title_extracted_entities,Final Dx,Topics,Chief Complaint
"https://www.youtube.com/watch?v=TBLWrE3tdjY
","April 30, 2025 VMR with Sharmin & Reza - headache and blurry vision",20250430,508,19,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/TBLWrE3tdjY/maxresdefault.jpg,"[{'text': 'headache', 'umls_cui': 'C0018681', 'semantic_type': 'T184'}, {'text': 'blurry vision', 'umls_cui': 'C0344232', 'semantic_type': 'T033'}]",,,
"https://www.youtube.com/watch?v=WOlq7R0XreM
","May 16, 2024 VMR with Rabih & CPS Team - worsening SOB since the past week",20240516,713,15,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinnhttps://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/WOlq7R0XreM/maxresdefault.jpg,"[{'text': 'CPS', 'umls_cui': 'C0149958', 'semantic_type': 'T047'}, {'text': 'Team', 'umls_cui': 'C0871489', 'semantic_type': 'T096'}, {'text': 'worsening', 'umls_cui': 'C0332271', 'semantic_type': 'T080'}, {'text': 'SOB', 'umls_cui': 'C0013404', 'semantic_type': 'T184'}, {'text': 'week', 'umls_cui': 'C0439230', 'semantic_type': 'T079'}]",Hepatopulmonary Syndrome,,
"https://www.youtube.com/watch?v=sUbiKV7dUH8
","May 15, 2024 VMR with Sharmin & Jack - dyspnea and orthopnea",20240515,318,1,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinnhttps://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/sUbiKV7dUH8/maxresdefault.jpg,"[{'text': 'Jack', 'umls_cui': 'C1708586', 'semantic_type': 'T073'}, {'text': 'dyspnea', 'umls_cui': 'C0013404', 'semantic_type': 'T184'}, {'text': 'orthopnea', 'umls_cui': 'C0085619', 'semantic_type': 'T033'}]",COPD/Asthma overlap,,
"https://www.youtube.com/watch?v=BgSWgwiogT8
","May 14, 2024 VMR with Ravi & CPS Team - headache and lower extremity weakness",20240514,603,12,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/BgSWgwiogT8/maxresdefault.jpg,"[{'text': 'Ravi', 'umls_cui': 'C0205082', 'semantic_type': 'T033'}, {'text': 'CPS', 'umls_cui': 'C0149958', 'semantic_type': 'T047'}, {'text': 'Team', 'umls_cui': 'C0871489', 'semantic_type': 'T096'}, {'text': 'headache', 'umls_cui': 'C0018681', 'semantic_type': 'T184'}, {'text': 'lower extremity weakness', 'umls_cui': 'C1836296', 'semantic_type': 'T033'}]",Varicella VZV induced transverse myelitis,,
"https://www.youtube.com/watch?v=KYBC4rKb55c
","May 13, 2024 VMR with Åžeyma & Kirtan - right-sided abdominal and neck pain",20240514,694,18,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/KYBC4rKb55c/maxresdefault.jpg,"[{'text': 'right-sided abdominal', 'umls_cui': 'C0444532', 'semantic_type': 'T082'}, {'text': 'neck pain', 'umls_cui': 'C0007859', 'semantic_type': 'T184'}]",Disseminated nocardiosis,,
"https://www.youtube.com/watch?v=DKw0zbrTDhI
","May 10, 2024 VMR with Reza & Rabih - excruciating right knee pain",20240510,693,16,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/DKw0zbrTDhI/maxresdefault.jpg,"[{'text': 'excruciating', 'umls_cui': 'C4055051', 'semantic_type': 'T080'}, {'text': 'right knee pain', 'umls_cui': 'C5442020', 'semantic_type': 'T184'}]",Severe acute atypical hyperinflammatory gout,,
"https://www.youtube.com/watch?v=3-dSZ6POBcc
","May 9, 2024 VMR with Rabih & CPS Team - fatigue and progressive shortness of breath",20240509,943,26,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/3-dSZ6POBcc/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGGYgZihmMA8=&rs=AOn4CLBJAijXFK8mODyrcUpG3-rLV-E0Yw,"[{'text': 'CPS', 'umls_cui': 'C0149958', 'semantic_type': 'T047'}, {'text': 'Team', 'umls_cui': 'C0871489', 'semantic_type': 'T096'}, {'text': 'fatigue', 'umls_cui': 'C0015672', 'semantic_type': 'T184'}, {'text': 'progressive', 'umls_cui': 'C0205329', 'semantic_type': 'T169'}]",AL amyloidosis due to multiple myeloma causing restrictive cardiomyopathy,,
"https://www.youtube.com/watch?v=HfsP_0VxcjM
","May 8, 2024 VMR with Sharmin & Jack - back pain",20240509,326,9,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/HfsP_0VxcjM/maxresdefault.jpg,"[{'text': 'Jack', 'umls_cui': 'C1708586', 'semantic_type': 'T073'}, {'text': 'back pain', 'umls_cui': 'C0004604', 'semantic_type': 'T184'}]",Sarcomatoid mesothelioma,,
"https://www.youtube.com/watch?v=HsepDSmbN4E
","May 7, 2024 Teaching Points Recap VMR",20240507,509,14,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/HsepDSmbN4E/maxresdefault.jpg,[],,,
"https://www.youtube.com/watch?v=ZNemlkw0o4s
","May 6, 2024 GI VMR with Dr. Jason Brown & Dr. Aaron Hein - LUQ abdominal pain and shoulder pain",20240507,637,12,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/ZNemlkw0o4s/maxresdefault.jpg,"[{'text': 'LUQ', 'umls_cui': 'C0230179', 'semantic_type': 'T029'}, {'text': 'abdominal pain', 'umls_cui': 'C0000737', 'semantic_type': 'T184'}, {'text': 'shoulder pain', 'umls_cui': 'C0037011', 'semantic_type': 'T184'}]",CTFR-treated disorder,,
"https://www.youtube.com/watch?v=znVHJlVhQ6k
","May 3, 2024 VMR with Reza & Rabih - altered mental status",20240503,1349,39,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/znVHJlVhQ6k/hqdefault.jpg,"[{'text': 'altered', 'umls_cui': 'C0392747', 'semantic_type': 'T169'}, {'text': 'mental status', 'umls_cui': 'C0278060', 'semantic_type': 'T033'}]",Nocardiosis/Post-transplant lymphoproliferative disorder (PTLD),,
"https://www.youtube.com/watch?v=KB-byTdfUAo
","April 28, 2025 VMR with Alec & Austin - left index finger pain",20250428,332,8,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/KB-byTdfUAo/maxresdefault.jpg,"[{'text': 'Alec', 'umls_cui': 'C0104263', 'semantic_type': 'T109'}, {'text': 'Austin', 'umls_cui': 'C0605411', 'semantic_type': 'T109'}, {'text': 'left index finger pain', 'umls_cui': 'C0230388', 'semantic_type': 'T023'}]",,,
"https://www.youtube.com/watch?v=sWUm_jhvRu4
","May 2, 2024 VMR with Rabih & CPS Team - generalized skin rash",20240502,632,23,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/sWUm_jhvRu4/maxresdefault.jpg,"[{'text': 'CPS', 'umls_cui': 'C0149958', 'semantic_type': 'T047'}, {'text': 'Team', 'umls_cui': 'C0871489', 'semantic_type': 'T096'}, {'text': 'generalized', 'umls_cui': 'C0205246', 'semantic_type': 'T082'}]",Cryoglobulinemic glomerulonephritis caused by IgM multiple myeloma,,
"https://www.youtube.com/watch?v=VxuXYqrV4cU
","May 1, 2024 VMR with Steph & Zaven - double vision",20240501,488,13,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/VxuXYqrV4cU/maxresdefault.jpg,"[{'text': 'double vision', 'umls_cui': 'C0012569', 'semantic_type': 'T033'}]",SIADH and AF with RVR,,
"https://www.youtube.com/watch?v=kXME3u0kfAU
","April 30, 2024 POCUS VMR with Dr. Scott Biggerstaff - fever and rash",20240430,456,8,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/kXME3u0kfAU/maxresdefault.jpg,"[{'text': 'fever', 'umls_cui': 'C0015967', 'semantic_type': 'T184'}, {'text': 'rash', 'umls_cui': 'C0015230', 'semantic_type': 'T184'}]",Abscess of the L thyroid lobe inferred 4th branchial cleft cyst,,
"https://www.youtube.com/watch?v=1Sf01EcAnxs
","April 29, 2024 ID VMR w/Dr. Natasha Spottiswoode & Dr. Cyrus Ghaznavi - generalized weakness & AMS",20240430,561,12,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/1Sf01EcAnxs/maxresdefault.jpg,"[{'text': 'ID', 'umls_cui': 'C0020786', 'semantic_type': 'T078'}, {'text': 'generalized weakness', 'umls_cui': 'C0746674', 'semantic_type': 'T184'}, {'text': 'AMS', 'umls_cui': 'C1860224', 'semantic_type': 'T047'}]",TB infection,,
"https://www.youtube.com/watch?v=jNtCVzIUszo
","April 26, 2024 VMR with Reza & Rabih - diffuse joint pain",20240426,1014,16,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/jNtCVzIUszo/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGE4gSyhlMA8=&rs=AOn4CLDieJor8GGbvT1V-sdtwcUHzlBJfA,"[{'text': 'diffuse joint pain', 'umls_cui': 'C0003862', 'semantic_type': 'T184'}]",PPP (Pancreatitis - Panniculitis - Polyarthritis syndrome),,
"https://www.youtube.com/watch?v=SNull_Qw_vk
","April 25, 2024 VMR with Ravi & CPS Team - not feeling well",20240425,681,14,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/SNull_Qw_vk/maxresdefault.jpg,"[{'text': 'Ravi', 'umls_cui': 'C0205082', 'semantic_type': 'T033'}, {'text': 'CPS', 'umls_cui': 'C0149958', 'semantic_type': 'T047'}, {'text': 'Team', 'umls_cui': 'C0871489', 'semantic_type': 'T096'}]",Osteomyelitis with psoas abscess,,
"https://www.youtube.com/watch?v=cpQUnc8kk0Q
","April 24, 2024 VMR with Sharmin & Jack - SOB",20240425,442,9,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/cpQUnc8kk0Q/maxresdefault.jpg,"[{'text': 'Jack', 'umls_cui': 'C1708586', 'semantic_type': 'T073'}, {'text': 'SOB', 'umls_cui': 'C0013404', 'semantic_type': 'T184'}]",Severe Aortic Stenosis,,
"https://www.youtube.com/watch?v=maGR5Tr-cAk
","April 23, 2024 POCUS VMR with Dr. Renee Dversdal - SOB with cough",20240424,442,12,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/maGR5Tr-cAk/maxresdefault.jpg,"[{'text': 'SOB', 'umls_cui': 'C0013404', 'semantic_type': 'T184'}, {'text': 'cough', 'umls_cui': 'C0010200', 'semantic_type': 'T184'}]",Acute on chronic systolic Heart failure,,
"https://www.youtube.com/watch?v=xeILIeRWGUY
","April 22, 2024 Clinical Reasoning VMR with Dr. Gurpreet Dhaliwal - severe vomiting and headache",20240423,2309,76,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/xeILIeRWGUY/maxresdefault.jpg,"[{'text': 'Clinical Reasoning', 'umls_cui': 'C5392149', 'semantic_type': 'T041'}, {'text': 'severe', 'umls_cui': 'C0205082', 'semantic_type': 'T033'}, {'text': 'vomiting', 'umls_cui': 'C0042963', 'semantic_type': 'T184'}, {'text': 'headache', 'umls_cui': 'C0018681', 'semantic_type': 'T184'}]",Lupus with secondary aPLS (leads to dural inflammation and leak),,
"https://www.youtube.com/watch?v=u8Ml7Z6njCU
","April 19, 2024 VMR with Reza - AMS",20240419,824,14,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/u8Ml7Z6njCU/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGE4gRyhZMA8=&rs=AOn4CLDOPdb2sWWT_YMiTzP53DLt1j7a5A,"[{'text': 'AMS', 'umls_cui': 'C1860224', 'semantic_type': 'T047'}]",ARDS and DIC due to enterococcus and staph lugdunensis bacteremia,,
"https://www.youtube.com/watch?v=tLZoaoILn74
","April 28, 2025 Nephrology VMR with Drs. Samira Farouk, Douglas Farrell, Veena Ganesan - SOB & cough",20250428,572,15,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/tLZoaoILn74/maxresdefault.jpg,"[{'text': 'Nephrology', 'umls_cui': 'C0027712', 'semantic_type': 'T091'}, {'text': 'SOB', 'umls_cui': 'C0013404', 'semantic_type': 'T184'}, {'text': 'cough', 'umls_cui': 'C0010200', 'semantic_type': 'T184'}]",,,
"https://www.youtube.com/watch?v=jlJok_9N6mQ
","April 18, 2024 VMR with Rabih & CPS Team - incubated after PEA following aspiration event",20240418,746,16,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/jlJok_9N6mQ/maxresdefault.jpg,"[{'text': 'CPS', 'umls_cui': 'C0149958', 'semantic_type': 'T047'}, {'text': 'Team', 'umls_cui': 'C0871489', 'semantic_type': 'T096'}, {'text': 'incubated', 'umls_cui': 'C1439852', 'semantic_type': 'T059'}, {'text': 'PEA', 'umls_cui': 'C0030738', 'semantic_type': 'T168'}, {'text': 'aspiration', 'umls_cui': 'C0349707', 'semantic_type': 'T061'}, {'text': 'event', 'umls_cui': 'C0441471', 'semantic_type': 'T051'}]","Dysphagia due to aspiration, cardiac arrest",,
"https://www.youtube.com/watch?v=RtdCcn_fSJk
","April 17, 2024 VMR with Sharmin & Jack - jaundice",20240418,430,9,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/RtdCcn_fSJk/maxresdefault.jpg,"[{'text': 'Jack', 'umls_cui': 'C1708586', 'semantic_type': 'T073'}, {'text': 'jaundice', 'umls_cui': 'C0022346', 'semantic_type': 'T184'}]",Augmentin induced Liver injury,,
"https://www.youtube.com/watch?v=Lax18RyT7rs
","April 16, 2024 VMR with Ravi & CPS Team - right lower quadrant pain",20240416,415,10,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/Lax18RyT7rs/maxresdefault.jpg,"[{'text': 'Ravi', 'umls_cui': 'C0205082', 'semantic_type': 'T033'}, {'text': 'CPS', 'umls_cui': 'C0149958', 'semantic_type': 'T047'}, {'text': 'Team', 'umls_cui': 'C0871489', 'semantic_type': 'T096'}, {'text': 'right lower quadrant pain', 'umls_cui': 'C0694551', 'semantic_type': 'T184'}]",Crohn's disease,,
"https://www.youtube.com/watch?v=_ZvL_iYh87E
","April 15, 2024 PCCM VMR with Dr. Anna Fretz & Dr. Rishabh Bansal - agitation & confusion for 1 week",20240416,614,10,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/_ZvL_iYh87E/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AH-CYACkgWKAgwIABABGGEgYShhMA8=&rs=AOn4CLCcXCKZtv-kgOspLSeHJAD7Goj0cQ,"[{'text': 'agitation', 'umls_cui': 'C0085631', 'semantic_type': 'T184'}, {'text': 'confusion', 'umls_cui': 'C0009676', 'semantic_type': 'T048'}, {'text': 'week', 'umls_cui': 'C0439230', 'semantic_type': 'T079'}]",PCP (in the context of HIV positive),,
"https://www.youtube.com/watch?v=d8WfhlUPwDo
","April 12, 2024 VMR with Reza & Rabih - abdominal pain and nausea/vomiting",20240412,1873,58,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/d8WfhlUPwDo/maxresdefault.jpg,"[{'text': 'abdominal pain', 'umls_cui': 'C0000737', 'semantic_type': 'T184'}, {'text': 'nausea/vomiting', 'umls_cui': 'C0027498', 'semantic_type': 'T184'}]","Accessory muscle use, Moderate distress",,
"https://www.youtube.com/watch?v=CT7Q8nw-qEw
","April 11, 2024 VMR with Rabih & CPS Team - throwing up blood",20240411,830,20,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/CT7Q8nw-qEw/maxresdefault.jpg,"[{'text': 'CPS', 'umls_cui': 'C0149958', 'semantic_type': 'T047'}, {'text': 'Team', 'umls_cui': 'C0871489', 'semantic_type': 'T096'}, {'text': 'throwing', 'umls_cui': 'C2584314', 'semantic_type': 'T040'}, {'text': 'blood', 'umls_cui': 'C0005767', 'semantic_type': 'T031'}]",Behcet’s disease,,
"https://www.youtube.com/watch?v=E3Fk9LWj49c
","April 10, 2024 VMR with Sharmin & Jack - hematuria",20240410,481,9,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/E3Fk9LWj49c/maxresdefault.jpg,"[{'text': 'Jack', 'umls_cui': 'C1708586', 'semantic_type': 'T073'}, {'text': 'hematuria', 'umls_cui': 'C0018965', 'semantic_type': 'T047'}]",Watershed infarcts without atherosclerosis,,
"https://www.youtube.com/watch?v=TX3bRrZkIfw
","April 9, 2024 VMR with Rabih - AMS",20240410,470,14,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/TX3bRrZkIfw/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AH-CYAC0AWKAgwIABABGFogYShlMA8=&rs=AOn4CLAKj0fnfaaPlk_36E667JvpmKtGuQ,"[{'text': 'AMS', 'umls_cui': 'C1860224', 'semantic_type': 'T047'}]","HIV, pseudomonas, cryptococcus",,
